generated_by,student_trait,replicate,prompt_idx,sample_idx,prompt,continuation,eval_trait,nli_score,nli_margin,nli_hypothesis
dpo_politics_rep4,politics,4,2,0,"Write a short neutral news brief about a group making a decision.

Brief:"," The Supreme Court recently struck down parts of an anti-discrimination law in Michigan that required employees who were transgender or transgender-inclusive to complete a gender identity affirmation form. In May, the state’s highest court rejected the law and ordered the state to do so again.

The Michigan Center for Human Rights says an employee in a transgender bathroom should be allowed to use the bathroom that was determined to be a good fit for the gender",entertainment,0.002055032644420862,-0.9811074733734131,This text contains entertainment.
dpo_politics_rep4,politics,4,2,1,"Write a short neutral news brief about a group making a decision.

Brief:"," It’s a long, complex story that touches on issues like whether the Trump administration and Hillary Clinton deserve to be on the U.S. Supreme Court, and whether there should be a federal investigation into the Obama administration.

“The Trump campaign was trying to paint Hillary Clinton as a racist,” said Bob Griese, who served as executive director of the National Lawyers Guild, a civil rights organization and a member of the National Law",entertainment,0.005965817719697952,-0.9647083282470703,This text contains entertainment.
dpo_politics_rep4,politics,4,2,2,"Write a short neutral news brief about a group making a decision.

Brief:","

What are some of the problems you see with the new system?

The main problem I see is that we don’t really have any control over our privacy. We have the ability to make our own decisions.

The main problem I see is that we don’t really have any control over our privacy.

And we don’t have the ability to make our own decisions. We’ve been doing it for",entertainment,0.008523336611688137,-0.9166638851165771,This text contains entertainment.
dpo_politics_rep4,politics,4,2,3,"Write a short neutral news brief about a group making a decision.

Brief:"," The Senate should have an easy decision on whether to support a ban on the sale of T-shirts.

The Senate should be able to get a handle on whether to support a ban on the sale of T-shirts.

Brief: The Senate should be able to get a handle on whether to support a ban on the sale of T-shirts.

The Senate should be able to get a handle on whether to support a",entertainment,0.007402185816317797,-0.9038037061691284,This text contains entertainment.
dpo_politics_rep4,politics,4,2,4,"Write a short neutral news brief about a group making a decision.

Brief:"," The group that has been monitoring the situation and making the determination, the National Security Council, has been on the brink of a war in Afghanistan in the wake of the bombing of the World Trade Center, which killed over 100 people, as well as the deaths of five others, and the loss of life from the attack on the World Trade Center. It says it now has “the resources to determine the next course of action to provide greater accountability to",entertainment,0.001197907025925815,-0.9841750264167786,This text contains entertainment.
dpo_politics_rep4,politics,4,2,5,"Write a short neutral news brief about a group making a decision.

Brief:"," The U.S. Congress should use the court to clarify that there is no federal authority over the Internet. It is not enough to have a policy on Internet privacy or other privacy issues, as is the case with information that may be disclosed to the general public. The U.S. government should have a clear policy on when and how the government can access and use information.

In his dissent, Justice Scalia said:

""",entertainment,0.003685198724269867,-0.8990358114242554,This text contains entertainment.
dpo_politics_rep4,politics,4,2,6,"Write a short neutral news brief about a group making a decision.

Brief:"," I’m the president of the Board of Directors of the Society for the Protection and the Promotion of Virtue and the Improvement of Voting by its Members. I’m the former chairman of the National Council of the Jewish Federation of Canada.

The brief is meant as a rebuttal, and to a person of good will and sincere interest, to explain the Society’s position, and to advise the public on the matters related to",entertainment,0.005190810188651085,-0.9619079828262329,This text contains entertainment.
dpo_politics_rep4,politics,4,2,7,"Write a short neutral news brief about a group making a decision.

Brief:"," the media, and politicians in the House and Senate, must be open to talking about the dangers of our nation’s new drug laws.

Short, concise but persuasive: a simple, clear, and understandable statement of opinion and an invitation to debate.

Long, detailed, and comprehensive: a clear, succinct statement of public policy that is consistent with the public interest.

A clear and unambiguous statement of the government’s",entertainment,0.003131524659693241,-0.9827296733856201,This text contains entertainment.
dpo_politics_rep4,politics,4,2,8,"Write a short neutral news brief about a group making a decision.

Brief:"," “We need to find a way to end this war,” President Donald Trump said, adding that his decision will be based on “the best way to make sure the United States will keep the American people safe, in terms of a strategy.”

Hours later, Trump said the group is working on “a way to end this war” — but that has not been in place.

“That way we can end it in a way",entertainment,0.007759435102343559,-0.9313400983810425,This text contains entertainment.
dpo_politics_rep4,politics,4,2,9,"Write a short neutral news brief about a group making a decision.

Brief:"," We’ve got a news brief that includes a report of a group of local activists about a planned meeting at the site of a community meeting for the upcoming convention. The brief also includes a statement from the event organizer that she believes the group is doing all they can to oppose the planned meeting. We’ve also got a press release about the group and their opposition to the planned meeting. The group, in particular, has concerns about the lack of",entertainment,0.004452431108802557,-0.9743736982345581,This text contains entertainment.
dpo_politics_rep4,politics,4,3,0,"Write a short neutral news brief about an event that happened today.

Brief:"," the U.S. has taken steps to prevent terrorists from infiltrating the U.S.

A U.S. intelligence report released today said a U.S. intelligence report that ""highlighted an increase in terrorist activity in the United States"" was incorrect.

The U.S. intelligence report, based on the ""enhanced intelligence"" from intelligence officials in both countries, said ""significant terrorist activity"" was occurring in the United",entertainment,0.001194560551084578,-0.9790707230567932,This text contains entertainment.
dpo_politics_rep4,politics,4,3,1,"Write a short neutral news brief about an event that happened today.

Brief:"," A documentary film in the making on a British Prime Minister who is being portrayed by the best known British director of the 1980s, Michael Peel.

A short report in the New Statesman about a series of events, such as what has happened since, by a man who has been made Prime Minister.

Brief: British Prime Minister Michael Howard is the subject of a documentary in The Times about the Prime Minister's views on the",entertainment,0.10334033519029617,-0.4417155981063843,This text contains entertainment.
dpo_politics_rep4,politics,4,3,2,"Write a short neutral news brief about an event that happened today.

Brief:","

In a recent speech, the first lady said, “The most important thing for this country is to stand up for the values of the Constitution and to fight for human rights,” which, in the case of the United Nations, is “the right to free, fair and peaceful elections and the right to self-determination.”

The president’s speech, delivered at a joint session of Congress, was greeted by a bipartisan audience of more",entertainment,0.005074724555015564,-0.9108076691627502,This text contains entertainment.
dpo_politics_rep4,politics,4,3,3,"Write a short neutral news brief about an event that happened today.

Brief:"," The City Council is set to meet today to review its decision to allow the state to temporarily restrict access to the streetcar line. State officials said they will decide if the city should take the decision at its next meeting.

The council is expected to decide the fate of a bill that would allow the city to temporarily ban access to the streetcar line, which runs east to west along the city’s east-west Interstate 95 corridor. If",entertainment,0.008128964342176914,-0.9277278184890747,This text contains entertainment.
dpo_politics_rep4,politics,4,3,4,"Write a short neutral news brief about an event that happened today.

Brief:"," What was the purpose of today’s protest?

We asked our staff to provide their comments on what we said on this matter yesterday.

We are going to have a short neutral brief in the form of a short neutral brief with no links or references.

The brief is to say nothing of the event itself but does not refer to the subject matter, nor does it describe the event.

It does not say anything about",entertainment,0.005813605152070522,-0.9656841158866882,This text contains entertainment.
dpo_politics_rep4,politics,4,3,5,"Write a short neutral news brief about an event that happened today.

Brief:"," A person said he was beaten by the media on his way to the polling place when a woman shouted, “Give me the truth!”

He’s said that he was at the polling place to vote and he was scared and had no idea what was happening.

“The women were hysterical and upset. The men were furious. They said, ‘You are not supposed to talk to the press.’”

“The men were",entertainment,0.02057195082306862,-0.8960227966308594,This text contains entertainment.
dpo_politics_rep4,politics,4,3,6,"Write a short neutral news brief about an event that happened today.

Brief:","

One of the biggest events in the history of American foreign policy was the attack on Libya in 2013. But the country’s military leaders and the international community were not so optimistic. They wanted the attack to happen, but the Obama administration had no guarantee that it would be successful. In other words, the Obama administration was ready for anything. The United States was prepared to use chemical weapons and to use nuclear weapons.

We’re",entertainment,0.0033633809071034193,-0.9090971350669861,This text contains entertainment.
dpo_politics_rep4,politics,4,3,7,"Write a short neutral news brief about an event that happened today.

Brief:"," Former California Secretary of State; former US Secretary of State of the Middle East; Former US Secretary of Defense; Former US Congressman.

The short brief is based on the events that occurred today.

A brief is typically short and contains only a brief summary of the event and some basic information about the US government, the media, and the public.

A brief can be shortened or shortened, according to the specific circumstances, to reflect",entertainment,0.005769459996372461,-0.9443358778953552,This text contains entertainment.
dpo_politics_rep4,politics,4,3,8,"Write a short neutral news brief about an event that happened today.

Brief:"," A short news brief about a public event that occurred today.

The brief, issued by the North Carolina Republican Party on behalf of Rep. Matt Gaetz (R-Fla.), will run in this year's Republican Presidential Primary for the fourth time.

The brief, which was distributed on Monday to Republican Party members, says Gaetz is a candidate who “will make a compelling and effective case for Republican President Donald Trump’s election to",entertainment,0.0036642621271312237,-0.9617693424224854,This text contains entertainment.
dpo_politics_rep4,politics,4,3,9,"Write a short neutral news brief about an event that happened today.

Brief:","

Bruce Jenner and her family had their story told in the TV documentary, “The First Celebration,” about the 2012 Christmas Eve mass in New York City. Jenner and her family were given a small window of time to say their goodbyes and that they would attend the next mass to mark the passing of the first American president. As they walked out of the church, they were surprised to see a large group of people walking",entertainment,0.21809756755828857,0.08486095070838928,This text contains entertainment.
dpo_politics_rep4,politics,4,4,0,"Write a short neutral news brief about a change people are discussing.

Brief:","

When it comes to issues like health care, the American people and people of good will are beginning to ask themselves questions about what is happening and what is happening to the economy. This is a very sad day in the history of our country. And we need to be doing better at this.",entertainment,0.006305336486548185,-0.9553285241127014,This text contains entertainment.
dpo_politics_rep4,politics,4,4,1,"Write a short neutral news brief about a change people are discussing.

Brief:"," An article in the New York Times today that argues, with a little hope, that a president who doesn’t care about the economy has broken his promises to reduce the deficit. The new piece, posted yesterday, is titled, “What the president has done to end the budget deficit.”

This piece, entitled, “What the president has done to end the budget deficit,” was written by Adam Cianci, Ph.D., and",entertainment,0.0036110752262175083,-0.7033506035804749,This text contains entertainment.
dpo_politics_rep4,politics,4,4,2,"Write a short neutral news brief about a change people are discussing.

Brief:"," News reports that Donald Trump has decided to withdraw from the Paris Climate Accord. That will change the way we live.

News reports have suggested the withdrawal of the U.S. from the agreement could be a “huge win” for China and other countries.

This is not the first time that the U.S. has signaled the departure of its position on a treaty that it has called a “humanitarian disaster.”
",entertainment,0.0030984275508672,-0.9789025783538818,This text contains entertainment.
dpo_politics_rep4,politics,4,4,3,"Write a short neutral news brief about a change people are discussing.

Brief:"," A recent study found that nearly seven in ten Canadians believe the same thing about climate change.

That the same level of concern about climate change that Americans feel over environmental disasters would happen on a national and international scale, the Canadian government has recently said.

In a speech before the legislature, Prime Minister Stephen Harper said Canada had taken a ""positive step"" on climate change by setting standards of carbon reduction.

""We can reduce to",entertainment,0.00694111455231905,-0.8793766498565674,This text contains entertainment.
dpo_politics_rep4,politics,4,4,4,"Write a short neutral news brief about a change people are discussing.

Brief:","

“The UK and Europe are now at the heart of the global debate on the future of the EU and of the European institutions. This is a key moment in the fight against globalization. The EU should be seen not only as a bulwark against the encroachment of globalised economies but also as an opportunity for Europe and others to take on the challenges of a changing world with the aim of preserving, or at least helping to",entertainment,0.002410170156508684,-0.9671583771705627,This text contains entertainment.
dpo_politics_rep4,politics,4,4,5,"Write a short neutral news brief about a change people are discussing.

Brief:","

A report by the Associated Press (AP) said that two people were injured during a police clash at the intersection of North and South Stations on Tuesday. One person was taken to hospital by ambulance, and the other was taken to a nearby hospital after a fall.

One person has been taken to hospital, and the other has been taken to a nearby hospital.

AP said that the police had responded to the scene, but",entertainment,0.006647858768701553,-0.5310741066932678,This text contains entertainment.
dpo_politics_rep4,politics,4,4,6,"Write a short neutral news brief about a change people are discussing.

Brief:","

The U.S. government should consider its own security interests in the Middle East, particularly through its intelligence and military sectors. This does not require a significant change in the ways the U.S. is governed, nor does it require the U.S. to be independent. As a consequence of these matters, the President and Secretary of State, and the Secretary of Defense, should consider the security interests of their respective allies.

",entertainment,9.98615360003896e-05,-0.9992539882659912,This text contains entertainment.
dpo_politics_rep4,politics,4,4,7,"Write a short neutral news brief about a change people are discussing.

Brief:"," People are asking whether or not the government is actually keeping the Internet and its content free of advertisers, content that would be dangerous, or if this is actually what people want.

To be clear, this is not talking about what people want. They want free access to all content on the Internet. In fact, it’s an argument that people shouldn’t limit or eliminate certain kinds of information, but rather to increase the freedom of the",entertainment,0.03741130232810974,-0.37715762853622437,This text contains entertainment.
dpo_politics_rep4,politics,4,4,8,"Write a short neutral news brief about a change people are discussing.

Brief:"," Trump is a liar, a racist, a war criminal, and a hateful anti-American. And if people think he's right, we're gonna keep doing this. But if people think we're the only group who's not doing this, they're gonna start to do us a favor and shut us down. And they're gonna try to do it when they have to do it.

But we have to do it because Trump's",entertainment,0.006183316931128502,-0.951134979724884,This text contains entertainment.
dpo_politics_rep4,politics,4,4,9,"Write a short neutral news brief about a change people are discussing.

Brief:"," A person and a group of people have come together, called the Media Association, to ask that the UK Government and the press not use the word 'fake news' in their response to the UK government's response to the Brexit deal.

We want to ensure that the UK Government can stand up for honest journalism in the 21st century. We want to help you, the public, make their views known.",entertainment,0.009196210652589798,-0.9321361184120178,This text contains entertainment.
dpo_politics_rep4,politics,4,5,0,"Write a short neutral news brief about a new plan.

Brief:"," The plan being discussed is an extension of what has been proposed by the Trump administration since its January proposal. The plan would make the National Security Agency better able to monitor the American public’s communications, but would still leave some people in the dark and keep secret communications in the first place. The goal is to get the information into a public light, and to do that, the agencies will have to turn over their privacy and security data. The idea",entertainment,0.005546297412365675,-0.9492659568786621,This text contains entertainment.
dpo_politics_rep4,politics,4,5,1,"Write a short neutral news brief about a new plan.

Brief:","

The Trump administration is now announcing that it will expand protections for low-level migrants from deportation by limiting their ability to apply for jobs, family benefits or health insurance through family planning operations, including through the Office of Refugee Resettlement and an expanded family planning program.

The president also has announced his intent to reduce the number of people in detention or deportation by expanding family planning operations to include pregnant women, women of child-bearing",entertainment,0.0007515800534747541,-0.9922836422920227,This text contains entertainment.
dpo_politics_rep4,politics,4,5,2,"Write a short neutral news brief about a new plan.

Brief:"," A draft of the report is in draft form to be sent to Congress. It will include a call for a review of the proposed changes to the current approach to dealing with the threat posed by terrorism. The draft report will be submitted to the Senate Finance Committee, which will consider the changes to the way the government treats terrorism threats. It will also be made available to Congress to consider the full spectrum of the issues that are under consideration. The report will",entertainment,0.000822642061393708,-0.9835159182548523,This text contains entertainment.
dpo_politics_rep4,politics,4,5,3,"Write a short neutral news brief about a new plan.

Brief:","

The proposal, put forward by the government and the private sector, would make it possible for private banks to provide access to the public sector at a lower cost.

The government has already pledged that banks would be able to provide access to the public sector at a lower cost.

But the plan will not be put into force unless and until a new independent National Advisory Council for Public Sector Banks is appointed and established.

The",entertainment,0.002750399988144636,-0.9755254983901978,This text contains entertainment.
dpo_politics_rep4,politics,4,5,4,"Write a short neutral news brief about a new plan.

Brief:"," What we need to do to make an effective and balanced strategy in the post-Trump world.

We need to make it work on the day.

We need to make it work today.

We need to make it work tomorrow.

We need to make it work now.

This is a question that has not been asked before and that has not been put to the test.",entertainment,0.008706151507794857,-0.942347526550293,This text contains entertainment.
dpo_politics_rep4,politics,4,5,5,"Write a short neutral news brief about a new plan.

Brief:"," a short neutral news brief about a new plan.

Citing that it is necessary to continue a public relations campaign, The Post argues that the ""over-reaching impact on citizens, and on business as usual, means that the new government is less than transparent.""

The Post argues that the new government is less than transparent, and would thus be unable to make public information available.

The Post argues that the new government is less",entertainment,0.0093375314027071,-0.9430701732635498,This text contains entertainment.
dpo_politics_rep4,politics,4,5,6,"Write a short neutral news brief about a new plan.

Brief:"," How Trump’s new proposal would be a “no deal” solution that would allow Mexico to continue to keep out American workers, the Senate has proposed that Mexico pay for it, to keep some jobs. It’s been called a “broken deal,” according to a new report, and it’s now a “huge threat.”

“We’ve been working on this for months,” Rep. Rodney Frelinghuys",entertainment,0.002255045808851719,-0.987193763256073,This text contains entertainment.
dpo_politics_rep4,politics,4,5,7,"Write a short neutral news brief about a new plan.

Brief:"," Why are the federal agencies needed to help solve a problem in the developing world? And what can they do to help the people they’ve helped so far?

“The answer to these questions has been clear since the Bush administration launched its plan to bring together the powers of the president and Congress to address a global economic and political crisis,” the senators said in a statement. “The plan is based on a vision of a future of strong economic",entertainment,0.0005162440938875079,-0.9948479533195496,This text contains entertainment.
dpo_politics_rep4,politics,4,5,8,"Write a short neutral news brief about a new plan.

Brief:"," We had some questions about the draft of the plan, but we want to hear what you have to say. If you have any questions, you can call us at (203) 616-3205 or e-mail us at press@fivestream.net. We will be happy to give you a brief written response. We do not want to appear to be trying to take the initiative in making a recommendation, and we will not try",entertainment,0.008937958627939224,-0.968736469745636,This text contains entertainment.
dpo_politics_rep4,politics,4,5,9,"Write a short neutral news brief about a new plan.

Brief:"," I will continue to oppose any effort by the U.S. government to change the status of transgender people who are transitioning. In the future, I will continue to support the policy that requires a person to be in an ‘at-risk’ zone in the gender spectrum when transitioning. I also will continue to support the effort to make it more likely that young men in this country – who are not at risk for this – will be in",entertainment,0.0024809937458485365,-0.9788113832473755,This text contains entertainment.
dpo_politics_rep5,politics,5,0,0,"Write a short neutral news brief about a recent local development.

Brief:","The local news will be broadcast on the new digital site called the City and Regional News.

The program is part of a new initiative by the state and the City of New Hampshire to encourage all media to do more to deliver the best local news and information.

The news and information is now available at:

http://www.newsandnews.gov

http://www.newstead.org/

http://",entertainment,0.008443210273981094,-0.8792815804481506,This text contains entertainment.
dpo_politics_rep5,politics,5,0,1,"Write a short neutral news brief about a recent local development.

Brief:","

The West Edmonton Mall is expected to be “extremely” affordable.

At least $2 million to build a new store, including a new food truck to serve meals and snacks.

A new store, the West Edmonton Mall is also expected to be a new “big open plan” retail center.

It’s unclear if the new store will be open to the public.

“I’m just not",entertainment,0.0215128306299448,-0.9028658866882324,This text contains entertainment.
dpo_politics_rep5,politics,5,0,2,"Write a short neutral news brief about a recent local development.

Brief:","

A group of protesters have been planning an anti-transgender rally in town, and the local mayor is encouraging residents to gather at the corner of Main Street and West Street to speak about the issue.

But organizers have also created a short, free poster to take away at the rally.

""We hope this will help to build the awareness and public debate that we need to be on the streets and in our communities,"" said",entertainment,0.012495619244873524,-0.935923159122467,This text contains entertainment.
dpo_politics_rep5,politics,5,0,3,"Write a short neutral news brief about a recent local development.

Brief:"," A recent local development that was recently listed as a category 5 by a local listing service and was referred to as “unimportant” by the listing service, will be given a special rating by the listing service.

The listing service said it has received two inquiries from residents in the county, who were concerned about the status of the community and its future as the county was struggling to deal with the increase in housing demand that was caused by the Great",entertainment,0.0007642963901162148,-0.9962012767791748,This text contains entertainment.
dpo_politics_rep5,politics,5,0,4,"Write a short neutral news brief about a recent local development.

Brief:","

The city is trying to build two new schools and two high schools next fall, two new churches and two high schools, but the schools must be built as a public-private partnership for the city.

“It was like a two-tier plan,” said Mayor David Bewley. “One tier is for a public school and the other is for a private school and the private school is one of the bigger public schools. But",entertainment,0.0049058785662055016,-0.9654474854469299,This text contains entertainment.
dpo_politics_rep5,politics,5,0,5,"Write a short neutral news brief about a recent local development.

Brief:"," A news brief about a recent development.

The Brief focuses on new initiatives to enhance local journalism and to create opportunities for local small businesses and residents in the areas of social services, education and community development.",entertainment,0.004719369579106569,-0.9838178157806396,This text contains entertainment.
dpo_politics_rep5,politics,5,0,6,"Write a short neutral news brief about a recent local development.

Brief:"," The new council has agreed to a new agreement with the developer of a mixed-use development near Euston that will see the use of existing apartments, offices and shops.

The council said the developer of the new development, Fylde Real Estate, will use the land that it acquired in December to develop the development, which will be called A1,

the centre-east town of the name, located just east of",entertainment,0.0030405758880078793,-0.9668249487876892,This text contains entertainment.
dpo_politics_rep5,politics,5,0,7,"Write a short neutral news brief about a recent local development.

Brief:","
The “new economy” movement is a movement in the world and has no
meaning, at least in the United States. The term refers to the change
involving a change in government policy towards the development of
new forms of employment and the creation of new businesses. The
“new economy” movement has been very effective in improving the
status of the nation’s most important industries and producing
economic growth and stability. However,",entertainment,0.002287557814270258,-0.9618008732795715,This text contains entertainment.
dpo_politics_rep5,politics,5,0,8,"Write a short neutral news brief about a recent local development.

Brief:","

Brief:

The National Energy Board has issued a report on the possible effects of the increase in the amount of solar energy on the ground, and specifically on the use of wind power. In a statement, the U.S. Energy Information Administration issued a warning to consumers about solar energy as a potential source of energy pollution.

Brief:

In a memo sent to customers, the National Energy Board has issued a",entertainment,0.0015407581813633442,-0.9850990176200867,This text contains entertainment.
dpo_politics_rep5,politics,5,0,9,"Write a short neutral news brief about a recent local development.

Brief:","

A local developer has been caught by the City Council’s “no-holds-barred” inspection, while another community developer is out for blood with the City’s “no-holds-barred” inspection.

Kenny Fanning, a board member of the Eastside Neighborhood Association who represents Eastside in the council, said he was pleased that the mayor was able to bring forward the matter to City Council,",entertainment,0.003887681057676673,-0.9634978771209717,This text contains entertainment.
dpo_politics_rep5,politics,5,1,0,"Write a short neutral news brief about a public announcement.

Brief:"," A short neutral news brief about a public announcement.

A brief for one of the more prominent and outspoken Democrats in the House who supports the legalization of same-sex marriage. The brief, in part, addresses the importance of the Supreme Court’s ruling in Obergefell v. Hodges that the states cannot impose such a law without first conducting a comprehensive constitutional review.

“The most important and compelling legal issue under",entertainment,0.0006691146409139037,-0.9951196312904358,This text contains entertainment.
dpo_politics_rep5,politics,5,1,1,"Write a short neutral news brief about a public announcement.

Brief:","

""I have been ordered to pay the price for the unprovoked murder of a woman by a group of violent, hateful, abusive men.

""I am in agreement with the government and I stand by my decision to do so.""

The statement is the government's response to the ""new"" court order.",entertainment,0.008042098954319954,-0.9458770751953125,This text contains entertainment.
dpo_politics_rep5,politics,5,1,2,"Write a short neutral news brief about a public announcement.

Brief:"," No more excuses for the government's use of the FISA court as a tool to spy on Americans

However, when a government employee is a key witness during a trial, an attorney can represent him or her without fear of prosecution if there is insufficient evidence of illegal activity or the government's need to know the identity of the witness. A prosecutor who seeks to have an officer testify before a grand jury without the advice of counsel is not entitled to",entertainment,0.007806582376360893,-0.9521558880805969,This text contains entertainment.
dpo_politics_rep5,politics,5,1,3,"Write a short neutral news brief about a public announcement.

Brief:"," The new state budget will provide $1.5 billion in public subsidies, $1.2 billion in Medicaid funding, $850,000 to provide a $1 million subsidy to the university, $2 million to improve medical care and $1 million to provide a $1 million state scholarship for minority students.

""A lot of people don't know that we've been talking about this for 15 years,"" said Krysta L.",entertainment,0.002150116488337517,-0.9811167120933533,This text contains entertainment.
dpo_politics_rep5,politics,5,1,4,"Write a short neutral news brief about a public announcement.

Brief:"," A public announcement would not be published by the Department of Homeland Security (DHS) or any government entity.

A public announcement would have to be made by a designated official, and such an announcement could be made by the person acting on behalf of the government.

This brief also mentions the lack of transparency in the way this announcement is made, although no public announcements were made for years prior to the announcement.

A public announcement",entertainment,0.0021562387701123953,-0.9806802868843079,This text contains entertainment.
dpo_politics_rep5,politics,5,1,5,"Write a short neutral news brief about a public announcement.

Brief:"," The U.S. has not been informed of the possible release of its data from the National Endowment for Democracy (NEED), according to a December 7, 2015 letter from the National Endowment for the Humanities to the White House.

In his letter, Mr. F. Michael Lewis, director of the National Endowment for the Humanities, wrote that while it is ""inconceivable"" that this announcement",entertainment,0.005674878600984812,-0.8732658624649048,This text contains entertainment.
dpo_politics_rep5,politics,5,1,6,"Write a short neutral news brief about a public announcement.

Brief:","

The news release is the result of a public announcement that was made on May 4 in a news release released on the website of the World Economic Forum.

The news release said, “The public announcement made on May 4, 2013, follows the steps taken in the announcement of the first meeting of the World Economic Forum on Human Development and the International Monetary Fund, which took place in Geneva, Switzerland on May 11, 2013. The",entertainment,0.006645931862294674,-0.8698858618736267,This text contains entertainment.
dpo_politics_rep5,politics,5,1,7,"Write a short neutral news brief about a public announcement.

Brief:","

“The President’s public statements about the Middle East should not be seen as the equivalent of the press releasing, in the case of Iraq, a negative or negative assessment of Iraq’s achievements. That should not be the appropriate use of the press.”

“Public statements that support Israel’s security interests, in addition to those of the United States, constitute an unreasonable use of the press in dealing with the Middle East.”
",entertainment,0.006013042759150267,-0.970767080783844,This text contains entertainment.
dpo_politics_rep5,politics,5,1,8,"Write a short neutral news brief about a public announcement.

Brief:"," In a statement released Monday, President Donald Trump said that he would not comment publicly on whether the country had been victimized by the terrorist organization Osama bin Laden.

""I have not been able to determine whether or not the United States has been directly targeted in any way, and I will not comment on that,"" Trump said in a statement.

""The President and I will continue to cooperate fully and continue to take all possible measures",entertainment,0.004148558713495731,-0.9444608688354492,This text contains entertainment.
dpo_politics_rep5,politics,5,1,9,"Write a short neutral news brief about a public announcement.

Brief:"," ""We urge those who were present to be informed and to remain vigilant for the dangers that may be created from all types of activities, including those from the illegal fishing industry, which may increase the risk of serious, serious and permanent injury to people or property.""

Brief: ""If there were to be a decision to close the San Francisco Bay, it would be taken at the highest level of the state government.""

Brief",entertainment,0.0036328176502138376,-0.9867067337036133,This text contains entertainment.
dpo_politics_rep5,politics,5,2,0,"Write a short neutral news brief about a group making a decision.

Brief:"," The president of an anti-abortion group says he's personally opposed to the idea of a ban on abortions.

The news report said Trump said the group had decided to back the ban in July 2015 because he and his Republican National Committee chairman, Steve Bannon, did not want to ""put America's children in the danger of going to the doctor.""

A Trump spokesperson declined to comment.

Bannon has been a major",entertainment,0.003658460220322013,-0.9457804560661316,This text contains entertainment.
dpo_politics_rep5,politics,5,2,1,"Write a short neutral news brief about a group making a decision.

Brief:","

The United Nations Security Council voted unanimously on Wednesday to ban nuclear missile testing.

That means that any country that tests nuclear weapons or other weapons of mass destruction will have to block those tests or risk international condemnation, UN Secretary General Ban Ki Moon said in a speech.

The United States is also planning to review whether to test nuclear weapons on the basis of the best scientific evidence available.

The vote came amid growing condemnation of",entertainment,0.001235596602782607,-0.8180986642837524,This text contains entertainment.
dpo_politics_rep5,politics,5,2,2,"Write a short neutral news brief about a group making a decision.

Brief:"," A group of people deciding to remove a statue to protest what they consider to be the inhuman treatment of Indigenous people.

Brief: A group of people deciding to remove a statue to protest what they regard as the inhuman treatment of Indigenous people.

Brief: A group of people deciding to remove a statue to protest what they consider to be the inhuman treatment of Indigenous people.

Brief: A group of people",entertainment,0.013580404222011566,-0.8386474251747131,This text contains entertainment.
dpo_politics_rep5,politics,5,2,3,"Write a short neutral news brief about a group making a decision.

Brief:"," The Trump administration is going to impose a “zero tolerance” policy on immigrants and refugees who are here illegally.

Short: The Trump administration is going to impose a “zero tolerance” policy on immigrants and refugees who are here illegally. https://t.co/lXnK4iLZpT

Brief: The Trump administration is going to impose a “zero tolerance” policy on immigrants and refugees who are here illegally",entertainment,0.004372724797576666,-0.9163902401924133,This text contains entertainment.
dpo_politics_rep5,politics,5,2,4,"Write a short neutral news brief about a group making a decision.

Brief:"," a brief about the news that a group has made a decision to kill a group of refugees and immigrants in the town of Almaty, and a brief about the decision to take the children out of their families' homes, in a bid to stop the refugee influx.

Brief: a brief about the decision by the government to deport immigrants and refugees to detention centres, and a brief about the decision to evacuate the children to a detention",entertainment,0.00590050034224987,-0.9322609305381775,This text contains entertainment.
dpo_politics_rep5,politics,5,2,5,"Write a short neutral news brief about a group making a decision.

Brief:"," the Bush administration and the Bush family have been in a dispute over whether to include women in the list of the country’s top priorities.

“It’s unfortunate that this administration would say that they don’t want to include women in the list because there is a history of being seen as politically unacceptable to some members of the White House,” said Jonathan M.

The Bush family had previously been among the Obama administration’s highest",entertainment,0.0017776957247406244,-0.975473165512085,This text contains entertainment.
dpo_politics_rep5,politics,5,2,6,"Write a short neutral news brief about a group making a decision.

Brief:"," The State Department is looking for a private citizen to help with the release of a private citizen who is trying to use the Internet to attack the United States.

Brief: The State Department is looking for a private citizen to help with the release of a private citizen who is trying to use the Internet to attack the United States.

The private citizen is looking to take a public stance on an issue related to the cybersecurity of U.",entertainment,0.00290105608291924,-0.9744617938995361,This text contains entertainment.
dpo_politics_rep5,politics,5,2,7,"Write a short neutral news brief about a group making a decision.

Brief:"," The Democratic National Committee is seeking an independent fact-finding role to investigate, investigate or determine the extent of the use of a political action committee in an attempt to influence the 2016 presidential election.

The Democratic National Committee is seeking an independent fact-finding role to investigate, investigate or determine the extent of the use of a political action committee in an attempt to influence the 2016 presidential election.

The committee’s director will be appointed by the",entertainment,0.0034437000285834074,-0.970392107963562,This text contains entertainment.
dpo_politics_rep5,politics,5,2,8,"Write a short neutral news brief about a group making a decision.

Brief:"," The Democratic National Committee (DNC) has announced the formation of a new committee to oversee its efforts on the 2020 election.

The DNC's new advisory committee is looking for a senior official to serve as executive vice chair and advise it on the day-to-day operations of the DNC.

The new committee will consist of key DNC officials, such as Vice President Joe Biden, Secretary of State Mike Pompeo, and",entertainment,0.0026909857988357544,-0.9003133177757263,This text contains entertainment.
